title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
The Good Thief,2003-04-02,2003,4,Q2,2000-2004,Drama,Contemporary Fiction,R,Remake,Fox Searchlight,Fox Searchlight,30000000.0,3517797.0,3517797.0,0.1172599,0,0.0,78.0,,,,17.216707939626428,15.073345499374266,
DysFunkTional Family,2003-04-04,2003,4,Q2,2000-2004,Concert/Performance,Factual,R,Original Screenplay,Miramax,Miramax,3000000.0,2255000.0,2255000.0,0.7516666666666667,0,0.0,43.0,59.0,-16.0,501.0,14.914122846632385,14.628660530918916,6.2166061010848646
Phone Booth,2003-04-04,2003,4,Q2,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,11000000.0,46566212.0,97837138.0,8.894285272727272,1,0.5240435998853523,71.0,72.0,-1.0,68874.0,16.213405830762646,18.39881479707561,11.140034027293552
What a Girl Wants,2003-04-04,2003,4,Q2,2000-2004,Comedy,Contemporary Fiction,PG,Remake,Warner Bros.,Warner Bros.,25000000.0,35990505.0,35990505.0,1.4396202,1,0.0,34.0,57.0,-23.0,12561.0,17.034386382832476,17.398765711632237,9.438352054687252
A Man Apart,2003-04-04,2003,4,Q2,2000-2004,Action,Contemporary Fiction,R,Original Screenplay,New Line,New Line,36000000.0,26500000.0,44114828.0,1.225411888888889,1,0.3992949490815197,11.0,57.0,-46.0,14953.0,17.399029496420383,17.602306519730142,9.612667227583843
Better Luck Tomorrow,2003-04-11,2003,4,Q2,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,250000.0,3802390.0,3809226.0,15.236904,1,0.0017945902920960845,,71.0,,5959.0,12.429216196844383,15.152936576858908,8.69265796074698
Anger Management,2003-04-11,2003,4,Q2,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,56000000.0,135560942.0,195660942.0,3.493945392857143,1,0.30716401232495344,43.0,61.0,-18.0,57088.0,17.840862248699423,19.091893831456055,10.952349215939682
"House of 1,000 Corpses",2003-04-11,2003,4,Q2,2000-2004,Horror,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,7000000.0,12634962.0,16829545.0,2.404220714285714,1,0.24923923968235623,,55.0,,3311.0,15.761420707019587,16.63864653074509,8.105005537547246
The Young Unknowns,2003-04-11,2003,4,Q2,2000-2004,Unknown,Unknown,R,Unknown,Indican Pictures,Other,800000.0,58163.0,58163.0,0.07270375,0,0.0,,45.0,,98.0,13.592367006650065,10.971004692720294,4.584967478670572
A Mighty Wind,2003-04-16,2003,4,Q2,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,6000000.0,17583468.0,18552708.0,3.092118,1,0.052242508209583205,88.0,72.0,16.0,13602.0,15.60727002719233,16.73612632019061,9.517972119735584
Bulletproof Monk,2003-04-16,2003,4,Q2,2000-2004,Action,Fantasy,PG-13,Based on Comic/Graphic Novel,MGM,MGM,52000000.0,23010607.0,23010607.0,0.4425116730769231,0,0.0,22.0,52.0,-30.0,17130.0,17.7667542765457,16.95146584149846,9.748586591318166
Holes,2003-04-18,2003,4,Q2,2000-2004,Drama,Contemporary Fiction,PG,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,20000000.0,67383924.0,72383924.0,3.6191962,1,0.06907611143048835,77.0,71.0,6.0,19388.0,16.811242831518264,18.097494788501585,9.872409596965266
Malibu's Most Wanted,2003-04-18,2003,4,Q2,2000-2004,Comedy,Contemporary Fiction,PG-13,Based on TV,Warner Bros.,Warner Bros.,15000000.0,34308901.0,34499204.0,2.2999469333333336,1,0.005516156256822621,30.0,48.0,-18.0,8159.0,16.523560759066484,17.356446809271645,9.0068768914288
The Real Cancun,2003-04-25,2003,4,Q2,2000-2004,Documentary,Factual,R,Based on TV,New Line,New Line,4000000.0,3816594.0,3816594.0,0.9541485,0,0.0,35.0,23.0,12.0,3211.0,15.201804919084164,15.154868959813854,8.074337694089515
City of Ghosts,2003-04-25,2003,4,Q2,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,MGM,MGM,17500000.0,325491.0,325491.0,0.018599485714285713,0,0.0,,59.0,,2880.0,16.67771143889374,12.693090090478913,7.965545573129992
Steal (Canadian Release),2003-04-25,2003,4,Q2,2000-2004,Unknown,Unknown,Not Rated,Unknown,Unknown,Unknown,15000000.0,220944.0,220944.0,0.0147296,0,0.0,,,,,16.523560759066484,12.305664554725132,
Identity,2003-04-25,2003,4,Q2,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,28000000.0,52131264.0,90231264.0,3.2225451428571428,1,0.42224832403988044,62.0,73.0,-11.0,57909.0,17.14771506813948,18.31788653251714,10.966628091895984
Confidence,2003-04-25,2003,4,Q2,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,15000000.0,12212417.0,12212417.0,0.8141611333333333,0,0.0,71.0,68.0,3.0,17111.0,16.523560759066484,16.31796377899483,9.747476810531971
People I Know,2003-04-25,2003,4,Q2,2000-2004,Unknown,Unknown,R,Unknown,Miramax,Miramax,20000000.0,121972.0,121972.0,0.0060986,0,0.0,,55.0,,6305.0,16.811242831518264,11.711546789177635,8.74909824839902
The Lizzie McGuire Movie,2003-05-02,2003,5,Q2,2000-2004,Comedy,Contemporary Fiction,PG,Based on TV,Walt Disney Pictures,Walt Disney Pictures,15000000.0,42734455.0,55534455.0,3.702297,1,0.23048754147312692,40.0,47.0,-7.0,10199.0,16.523560759066484,17.83251419690416,9.230044955250518
Owning Mahowny,2003-05-02,2003,5,Q2,2000-2004,Drama,Dramatization,R,Based on Book/Short Story,Sony Pictures Classics,Sony Pictures Classics,10000000.0,1011054.0,1011054.0,0.1011054,0,0.0,78.0,70.0,8.0,5789.0,16.11809565095832,13.826503909039122,8.663714844079005
X2,2003-05-02,2003,5,Q2,2000-2004,Action,Super Hero,PG-13,Based on Comic/Graphic Novel,20th Century Fox,20th Century Fox,125000000.0,214949694.0,407711549.0,3.261692392,1,0.4727897835437573,,78.0,,112320.0,18.643824295266576,19.826070494589647,11.629107219259637
Les invasions barbares,2003-05-09,2003,5,Q2,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Miramax,Miramax,5000000.0,8460000.0,8460000.0,1.692,1,0.0,,78.0,,14322.0,15.424948470398375,15.950859731582407,9.569552095566886
Daddy Day Care,2003-05-09,2003,5,Q2,2000-2004,Comedy,Contemporary Fiction,PG,Original Screenplay,Sony Pictures,Sony Pictures,60000000.0,104148781.0,164285587.0,2.7380931166666667,1,0.36605040708775016,28.0,55.0,-27.0,14944.0,17.909855120186375,18.917116855483346,9.612065160468624
Dracula: Pages from a Virgin's Diary,2003-05-14,2003,5,Q2,2000-2004,Unknown,Unknown,Not Rated,Unknown,Unknown,Unknown,1100000.0,39659.0,84788.0,0.07708,0,0.5322569231495022,,70.0,,1013.0,13.9108207377686,11.347909302332628,6.920671504248683
The Matrix Reloaded,2003-05-15,2003,5,Q2,2000-2004,Action,Science Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,127000000.0,281553689.0,738576929.0,5.8155663700787406,1,0.6187889467638651,73.0,71.0,2.0,148874.0,18.659697644422867,20.420235823772487,11.910855589590541
L'auberge espagnole,2003-05-16,2003,5,Q2,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,5900000.0,3895664.0,3895664.0,0.6602820338983051,0,0.0,,73.0,,15696.0,15.590462908875947,15.175374697725687,9.661161181805145
Bruce Almighty,2003-05-23,2003,5,Q2,2000-2004,Comedy,Fantasy,PG-13,Original Screenplay,Universal,Universal,81000000.0,242704995.0,485004995.0,5.987715987654321,1,0.49958248368143093,48.0,66.0,-18.0,92494.0,18.209959712636714,19.999669747817794,11.434899056531835
The Italian Job,2003-05-30,2003,5,Q2,2000-2004,Adventure,Contemporary Fiction,PG-13,Remake,Paramount Pictures,Paramount Pictures,60000000.0,106126012.0,175826012.0,2.9304335333333333,1,0.3964146101431226,73.0,69.0,4.0,76835.0,17.909855120186375,18.98500549586481,11.249415544489432
Finding Nemo,2003-05-30,2003,5,Q2,2000-2004,Adventure,Kids Fiction,G,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,94000000.0,339714978.0,867894287.0,9.232917946808511,1,0.6085756259851955,98.0,82.0,16.0,165006.0,18.358805340234277,20.581580476037214,12.013737115857941
Wrong Turn,2003-05-30,2003,5,Q2,2000-2004,Horror,Contemporary Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,10000000.0,15417771.0,28649556.0,2.8649556,1,0.4618495658362035,40.0,58.0,-18.0,119.0,16.11809565095832,17.170648503622736,4.77912349311153
2 Fast 2 Furious,2003-06-06,2003,6,Q2,2000-2004,Action,Contemporary Fiction,PG-13,Based on Magazine Article,Universal,Universal,76000000.0,127120058.0,236220058.0,3.108158657894737,1,0.4618574769802148,36.0,51.0,-15.0,44151.0,18.146243898250606,19.28027437768177,10.695370855832223
Whale Rider,2003-06-06,2003,6,Q2,2000-2004,Drama,Contemporary Fiction,PG-13,Based on Book/Short Story,Palm Pictures,Other,4300000.0,20779666.0,38833352.0,9.031012093023255,1,0.4649015619357299,90.0,77.0,13.0,21814.0,15.27412558066379,17.4747900229885,9.990307244488688
Tycoon,2003-06-13,2003,6,Q2,2000-2004,Unknown,Unknown,Not Rated,Unknown,Unknown,Unknown,5000000.0,121016.0,121016.0,0.0242032,0,0.0,,60.0,,456.0,15.424948470398375,11.703678047242036,6.1224928095143865
The Heart of Me,2003-06-13,2003,6,Q2,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,7000000.0,196067.0,196067.0,0.02800957142857143,0,0.0,,63.0,,1342.0,15.761420707019587,12.186211716534483,7.201916317531627
Hollywood Homicide,2003-06-13,2003,6,Q2,2000-2004,Action,Contemporary Fiction,PG-13,Original Screenplay,Sony/Columbia,Other,75000000.0,30207785.0,51107785.0,0.6814371333333333,0,0.4089396556708533,30.0,52.0,-22.0,16452.0,18.132998671500584,17.7494473919067,9.708202329350314
Rugrats Go Wild,2003-06-13,2003,6,Q2,2000-2004,Adventure,Kids Fiction,PG,Based on TV,Paramount Pictures,Paramount Pictures,25000000.0,39402572.0,55443032.0,2.21772128,1,0.2893142640539572,40.0,50.0,-10.0,1847.0,17.034386382832476,17.830866601105182,7.52131798019924
Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,2003,6,Q2,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,New Line,New Line,30000000.0,26214846.0,26214846.0,0.8738282,0,0.0,10.0,33.0,-23.0,14813.0,17.216707939626428,17.08183644947218,9.603260452582052
From Justin to Kelly,2003-06-20,2003,6,Q2,2000-2004,Musical,Contemporary Fiction,PG,Based on TV,20th Century Fox,20th Century Fox,12000000.0,4922166.0,4922166.0,0.4101805,0,0.0,8.0,16.0,-8.0,17596.0,16.300417207752275,15.409259235492016,9.77542688246861
Hulk,2003-06-20,2003,6,Q2,2000-2004,Action,Super Hero,PG-13,Based on Comic/Graphic Novel,Universal,Universal,137000000.0,132177234.0,245360480.0,1.790952408759124,1,0.46129370956561544,62.0,57.0,5.0,70844.0,18.735491483792398,19.318239034077454,11.168235555576523
The Legend of Suriyothai,2003-06-20,2003,6,Q2,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,9000000.0,454255.0,454255.0,0.050472777777777776,0,0.0,,,,,16.012735135300492,13.02641399335249,
Alex & Emma,2003-06-20,2003,6,Q2,2000-2004,Drama,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,30000000.0,14208384.0,15358583.0,0.5119527666666667,0,0.0748896561616394,11.0,54.0,-43.0,6539.0,17.216707939626428,16.5471850288241,8.785539527561276
Charlie's Angels: Full Throttle,2003-06-27,2003,6,Q2,2000-2004,Action,Contemporary Fiction,PG-13,Based on TV,Sony Pictures,Sony Pictures,120000000.0,100814328.0,227200000.0,1.8933333333333333,1,0.5562749647887324,,47.0,,43942.0,18.60300230074632,19.24134124481127,10.690625861516315
28 Days Later...,2003-06-27,2003,6,Q2,2000-2004,Horror,Science Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,15000000.0,45064915.0,82719885.0,5.514659,1,0.45521061834164783,89.0,76.0,13.0,103525.0,16.523560759066484,18.23097057849132,11.547568408413769
Terminator 3: Rise of the Machines,2003-07-01,2003,7,Q3,2000-2004,Action,Science Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,170000000.0,150358296.0,433058296.0,2.5474017411764707,1,0.6527989478811416,,66.0,,107667.0,18.951308995014536,19.88638290969904,11.586798409507123
Sinbad: Legend of the Seven Seas,2003-07-02,2003,7,Q3,2000-2004,Adventure,Kids Fiction,PG,Traditional/Legend/Fairytale,Dreamworks SKG,Dreamworks SKG,60000000.0,26483452.0,80767884.0,1.3461314,1,0.6721041744760826,,66.0,,7895.0,17.909855120186375,18.207089969229575,8.973984926689743
"Legally Blonde 2: Red, White & Blonde",2003-07-02,2003,7,Q3,2000-2004,Comedy,Contemporary Fiction,PG,Original Screenplay,MGM,MGM,25000000.0,90639088.0,125339088.0,5.01356352,1,0.27684899063570656,,,,,17.034386382832476,18.64653332652562,
Swimming Pool,2003-07-04,2003,7,Q3,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Focus Features,Focus Features,7800000.0,10130108.0,22441323.0,2.8770926923076923,1,0.5485957757481589,84.0,68.0,16.0,19992.0,15.86963429165982,16.926414594100113,9.903087472514787
Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,2003,7,Q3,2000-2004,Adventure,Fantasy,PG-13,Disney Ride,Walt Disney Pictures,Walt Disney Pictures,125000000.0,305411224.0,655011224.0,5.240089792,1,0.5337313120606922,,80.0,,232719.0,18.643824295266576,20.300162929330572,12.35758699615057
The League of Extraordinary Gentlemen,2003-07-11,2003,7,Q3,2000-2004,Adventure,Super Hero,PG-13,Based on Comic/Graphic Novel,20th Century Fox,20th Century Fox,78000000.0,66465204.0,179265204.0,2.2982718461538463,1,0.6292353311354277,17.0,55.0,-38.0,50710.0,18.172219384653864,19.004376853930665,10.833878408789065
The Journey,2003-07-11,2003,7,Q3,2000-2004,Unknown,Unknown,Not Rated,Unknown,Unknown,Unknown,500000.0,19800.0,19800.0,0.0396,0,0.0,,44.0,,74.0,13.122363377404328,9.893437216682626,4.30406509320417
Northfork,2003-07-11,2003,7,Q3,2000-2004,Drama,Historical Fiction,PG-13,Original Screenplay,Paramount Vantage,Other,1900000.0,1420578.0,1445140.0,0.7606,0,0.0169962771772977,57.0,63.0,-6.0,3776.0,14.457364444136669,14.183716760648691,8.236420527265391
Johnny English,2003-07-18,2003,7,Q3,2000-2004,Comedy,Contemporary Fiction,PG,Original Screenplay,Universal,Universal,45000000.0,28013509.0,160323929.0,3.5627539777777777,1,0.8252693208385631,33.0,58.0,-25.0,29246.0,17.622173047734595,18.892706882796006,10.283498091171824
Bad Boys II,2003-07-18,2003,7,Q3,2000-2004,Action,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,130000000.0,138540870.0,272940870.0,2.099545153846154,1,0.4924143460083497,24.0,62.0,-38.0,58002.0,18.683045008419857,19.4247657362829,10.96823277169266
Dirty Pretty Things,2003-07-18,2003,7,Q3,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Miramax,Miramax,10000000.0,8112414.0,13904766.0,1.3904766,1,0.4165731375846239,,75.0,,18554.0,16.11809565095832,16.44774221702964,9.828440678213218
How to Deal,2003-07-18,2003,7,Q3,2000-2004,Drama,Contemporary Fiction,PG-13,Based on Book/Short Story,New Line,New Line,16000000.0,14108518.0,14108518.0,0.881782375,0,0.0,29.0,54.0,-25.0,5292.0,16.588099280204055,16.462289286420486,8.573951525234847
This Thing of Ours,2003-07-18,2003,7,Q3,2000-2004,Drama,Unknown,Not Rated,Unknown,Unknown,Unknown,2000000.0,37227.0,37227.0,0.0186135,0,0.0,,52.0,,316.0,14.508657738524219,10.524789583442729,5.755742213586912
Masked and Anonymous,2003-07-24,2003,7,Q3,2000-2004,Drama,Unknown,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,7500000.0,533344.0,533344.0,0.07111253333333334,0,0.0,25.0,53.0,-28.0,2762.0,15.830413578506539,13.186921898341902,7.923710333969238
Lara Croft: Tomb Raider: The Cradle of Life,2003-07-25,2003,7,Q3,2000-2004,Adventure,Contemporary Fiction,PG-13,Based on Game,Paramount Pictures,Paramount Pictures,90000000.0,65653758.0,156453758.0,1.738375088888889,1,0.5803631767029847,,52.0,,32832.0,18.31532022829454,18.868271048244498,10.399158928530442
Spy Kids 3-D: Game Over,2003-07-25,2003,7,Q3,2000-2004,Adventure,Kids Fiction,PG,Original Screenplay,Miramax/Dimension,Other,40000000.0,111760631.0,167851995.0,4.196299875,1,0.3341715658488301,,41.0,,12352.0,17.50439001207821,18.938593166931838,9.421573272264558
Seabiscuit,2003-07-25,2003,7,Q3,2000-2004,Drama,Historical Fiction,PG-13,Based on Book/Short Story,Universal,Universal,86000000.0,120277854.0,148336445.0,1.7248423837209301,1,0.18915507244359267,77.0,74.0,3.0,31033.0,18.269857854217783,18.81499352877047,10.342806433400801
Buffalo Soldiers,2003-07-25,2003,7,Q3,2000-2004,Comedy,Historical Fiction,R,Based on Book/Short Story,Miramax,Miramax,15000000.0,353743.0,353743.0,0.023582866666666667,0,0.0,,69.0,,13510.0,16.523560759066484,12.776325939757934,9.511185430954244
Mondays in the Sun,2003-07-25,2003,7,Q3,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,4000000.0,146402.0,146402.0,0.0366005,0,0.0,,,,,15.201804919084164,11.894111541618221,
American Wedding,2003-08-01,2003,8,Q3,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Universal,Universal,55000000.0,104354205.0,126425115.0,2.2986384545454546,1,0.1745769422475906,56.0,61.0,-5.0,52210.0,17.822843743196746,18.65516071456012,10.863029326404599
Gigli,2003-08-01,2003,8,Q3,2000-2004,Romantic Comedy,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,54000000.0,6087542.0,7266209.0,0.13455942592592593,0,0.16221209711969475,6.0,24.0,-18.0,29031.0,17.80449460452855,15.798745255456405,10.276119503549053
Freaky Friday,2003-08-06,2003,8,Q3,2000-2004,Comedy,Contemporary Fiction,PG,Remake,Walt Disney Pictures,Walt Disney Pictures,26000000.0,110222438.0,160822438.0,6.185478384615385,1,0.3146327131292463,88.0,65.0,23.0,29137.0,17.073607095985757,18.89581144477536,10.279764123179618
S.W.A.T.,2003-08-08,2003,8,Q3,2000-2004,Action,Contemporary Fiction,PG-13,Based on TV,Sony Pictures,Sony Pictures,70000000.0,116877597.0,198100000.0,2.83,1,0.4100070822816759,48.0,59.0,-11.0,43260.0,18.064005800013632,19.104282511668778,10.67498369950705
Open Range,2003-08-15,2003,8,Q3,2000-2004,Western,Historical Fiction,R,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,26000000.0,58328680.0,68293719.0,2.6266815,1,0.14591442882177788,79.0,75.0,4.0,26438.0,17.073607095985757,18.03932835837961,10.182557648139346
American Splendor,2003-08-15,2003,8,Q3,2000-2004,Drama,Contemporary Fiction,R,Based on Comic/Graphic Novel,Fine Line,Other,2000000.0,6003587.0,7978681.0,3.9893405,1,0.2475464302934282,94.0,76.0,18.0,23686.0,14.508657738524219,15.892283667543836,10.07263943528144
Freddy vs. Jason,2003-08-15,2003,8,Q3,2000-2004,Horror,Contemporary Fiction,R,Spin-Off,New Line,New Line,25000000.0,82622655.0,114326122.0,4.57304488,1,0.2773072894049533,41.0,58.0,-17.0,39182.0,17.034386382832476,18.554565641586628,10.575972736647978
Thirteen,2003-08-20,2003,8,Q3,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,2000000.0,4601043.0,6302406.0,3.151203,1,0.26995452213011983,,70.0,,31482.0,14.508657738524219,15.656442023216604,10.357171232914768
My Boss's Daughter,2003-08-22,2003,8,Q3,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Miramax/Dimension,Other,14000000.0,15549702.0,15549702.0,1.110693,1,0.0,9.0,43.0,-34.0,10919.0,16.454567887579532,16.559552032418747,9.298259670014065
The Medallion,2003-08-22,2003,8,Q3,2000-2004,Comedy,Fantasy,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,41000000.0,22108977.0,22108977.0,0.5392433414634147,0,0.0,18.0,47.0,-29.0,10121.0,17.529082624668582,16.911494283106485,9.222367752188902
The Battle of Shaker Heights,2003-08-22,2003,8,Q3,2000-2004,Comedy,Unknown,PG-13,Original Screenplay,Miramax,Miramax,1000000.0,280351.0,280351.0,0.280351,0,0.0,43.0,61.0,-18.0,2524.0,13.815510557964274,12.543797668515316,7.8336002236611035
Marci X,2003-08-22,2003,8,Q3,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,20000000.0,1646664.0,1646664.0,0.0823332,0,0.0,10.0,24.0,-14.0,3449.0,16.811242831518264,14.314261981061486,8.145839612936841
Civil Brand,2003-08-29,2003,8,Q3,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,500000.0,254293.0,254293.0,0.508586,0,0.0,,49.0,,340.0,13.122363377404328,12.446242424487895,5.8289456176102075
Jeepers Creepers II,2003-08-29,2003,8,Q3,2000-2004,Horror,Fantasy,R,Original Screenplay,MGM,MGM,25000000.0,35623801.0,35623801.0,1.42495204,1,0.0,,53.0,,15975.0,17.034386382832476,17.388524539846358,9.678780279245736
Dickie Roberts: Former Child Star,2003-09-05,2003,9,Q3,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,17000000.0,22734486.0,23734486.0,1.3961462352941176,1,0.04213278518018043,,55.0,,6949.0,16.64872390202049,16.982439653950465,8.846353043314327
